song,artist,song_clean,artist_clean
Apple Green,June Valli,Apple Green,June Valli
Sweet Nothin's,Brenda Lee,Sweet Nothin's,Brenda Lee
City Lights,Debbie Reynolds,City Lights,Debbie Reynolds
"The Theme From ""A Summer Place""",Percy Faith And His Orchestra,"The Theme From ""A Summer Place""",Percy Faith
Angela Jones,Johnny Ferguson,Angela Jones,Johnny Ferguson
Down The Aisle,Ike Clanton,Down The Aisle,Ike Clanton
The Urge,Freddy Cannon,The Urge,Freddy Cannon
Puppy Love,Paul Anka,Puppy Love,Paul Anka
Earth Angel,Johnny Tillotson,Earth Angel,Johnny Tillotson
Money (That's what I want),Barrett Strong,Money,Barrett Strong
Fannie Mae,Buster Brown,Fannie Mae,Buster Brown
Hither And Thither And Yon,Brook Benton,Hither And Thither And Yon,Brook Benton
You Don't Know Me,Lenny Welch,You Don't Know Me,Lenny Welch
A Star Is Born (A Love Has Died),Mark Dinning,A Star Is Born,Mark Dinning
Last Chance,Collay & the Satellites,Last Chance,Collay
Beautiful Obsession,Sir Chauncey and his exciting strings,Beautiful Obsession,Sir Chauncey
Wheel Of Fortune,LaVern Baker,Wheel Of Fortune,LaVern Baker
Mama,Connie Francis,Mama,Connie Francis
Clementine,Bobby Darin,Clementine,Bobby Darin
Big Iron,Marty Robbins,Big Iron,Marty Robbins
Don't Throw Away All Those Teardrops,Frankie Avalon,Don't Throw Away All Those Teardrops,Frankie Avalon
Pledging My Love,Johnny Tillotson,Pledging My Love,Johnny Tillotson
Wild One,Bobby Rydell,Wild One,Bobby Rydell
Just One Time,Don Gibson,Just One Time,Don Gibson
Besame Mucho (Part I),The Coasters,Besame Mucho,The Coasters
Is It Wrong (For Loving You),Webb Pierce,Is It Wrong,Webb Pierce
Before I Grow Too Old,Fats Domino,Before I Grow Too Old,Fats Domino
Easy Lovin',Wade Flemons,Easy Lovin',Wade Flemons
Jenny Lou,Sonny James,Jenny Lou,Sonny James
Put Your Arms Around Me Honey,Ray Smith,Put Your Arms Around Me Honey,Ray Smith
Baby What You Want Me To Do,Jimmy Reed,Baby What You Want Me To Do,Jimmy Reed
"Someone Loves You, Joe",The Singing Belles,"Someone Loves You, Joe",The Singing Belles
Summer Set,Monty Kelly And His Orchestra,Summer Set,Monty Kelly
(Welcome) New Lovers,Pat Boone, New Lovers,Pat Boone
Teddy,Connie Francis,Teddy,Connie Francis
O Dio Mio,Annette,O Dio Mio,Annette
Teen-Ex,The Browns Featuring Jim Edward Brown,Teen-Ex,The Browns
Am I That Easy To Forget,Debbie Reynolds,Am I That Easy To Forget,Debbie Reynolds
Beatnik Fly,Johnny And The Hurricanes,Beatnik Fly,Johnny
Little Bitty Girl,Bobby Rydell,Little Bitty Girl,Bobby Rydell
(There Was A) Tall Oak Tree,Dorsey Burnette, Tall Oak Tree,Dorsey Burnette
Starbright,Johnny Mathis,Starbright,Johnny Mathis
Harbor Lights,The Platters,Harbor Lights,The Platters
Wake Me When It's Over,Andy Williams,Wake Me When It's Over,Andy Williams
Think Me A Kiss,Clyde McPhatter,Think Me A Kiss,Clyde McPhatter
Baby (You've Got What It Takes),Dinah Washington & Brook Benton,Baby,Dinah Washington
"Two Thousand, Two Hundred, Twenty-Three Miles",Patti Page,"Two Thousand, Two Hundred, Twenty-Three Miles",Patti Page
It Could Happen To You,Dinah Washington,It Could Happen To You,Dinah Washington
El Matador,The Kingston Trio,El Matador,The Kingston Trio
Ruby,Adam Wade,Ruby,Adam Wade
Someday (You'll Want Me to Want You),Della Reese,Someday,Della Reese
This Magic Moment,The Drifters,This Magic Moment,The Drifters
Caravan,Santo & Johnny,Caravan,Santo
Don't Deceive Me,Ruth Brown,Don't Deceive Me,Ruth Brown
Rockin' Red Wing,Sammy Masters,Rockin' Red Wing,Sammy Masters
(Doin' The) Lovers Leap,Webb Pierce, Lovers Leap,Webb Pierce
Shazam!,Duane Eddy His Twangy Guitar And The Rebels,Shazam!,Duane Eddy His Twangy Guitar
Handy Man,Jimmy Jones,Handy Man,Jimmy Jones
Down By The Riverside,Les Compagnons De La Chanson,Down By The Riverside,Les Compagnons De La Chanson
Forever,The Little Dippers,Forever,The Little Dippers
Lady Luck,Lloyd Price and His Orchestra,Lady Luck,Lloyd Price
China Doll,The Ames Brothers,China Doll,The Ames Brothers
What In The World's Come Over You,Jack Scott,What In The World's Come Over You,Jack Scott
Paradise,Sammy Turner,Paradise,Sammy Turner
At My Front Door,Dee Clark,At My Front Door,Dee Clark
Teenage Sonata,Sam Cooke,Teenage Sonata,Sam Cooke
My Empty Room,Little Anthony And The Imperials,My Empty Room,Little Anthony
Lawdy Miss Clawdy,Gary Stites,Lawdy Miss Clawdy,Gary Stites
Midnite Special,Paul Evans,Midnite Special,Paul Evans
Beyond The Sea,Bobby Darin,Beyond The Sea,Bobby Darin
Chattanooga Choo Choo,Ernie Fields & Orch.,Chattanooga Choo Choo,Ernie Fields
Let It Be Me,The Everly Brothers,Let It Be Me,The Everly Brothers
Why Do I Love You So,Johnny Tillotson,Why Do I Love You So,Johnny Tillotson
Delaware,Perry Como,Delaware,Perry Como
Teen Angel,Mark Dinning,Teen Angel,Mark Dinning
Running Bear,Johnny Preston,Running Bear,Johnny Preston
How Deep Is The Ocean,Miss Toni Fisher,How Deep Is The Ocean,Miss Toni Fisher
Rockin' Little Angel,Ray Smith,Rockin' Little Angel,Ray Smith
About This Thing Called Love,Fabian,About This Thing Called Love,Fabian
String Along,Fabian,String Along,Fabian
Don't Fence Me In,Tommy Edwards,Don't Fence Me In,Tommy Edwards
Why I'm Walkin',Stonewall Jackson,Why I'm Walkin',Stonewall Jackson
Outside My Window,The Fleetwoods,Outside My Window,The Fleetwoods
Adam And Eve,Paul Anka,Adam And Eve,Paul Anka
Where Or When,Dion & The Belmonts,Where Or When,Dion
What Do You Want?,Bobby Vee,What Do You Want?,Bobby Vee
Never Let Me Go,Lloyd Price and His Orchestra,Never Let Me Go,Lloyd Price
House Of Bamboo,Earl Grant,House Of Bamboo,Earl Grant
Anyway The Wind Blows,Doris Day,Anyway The Wind Blows,Doris Day
The Same Old Me,Guy Mitchell,The Same Old Me,Guy Mitchell
Chattanooga Shoe Shine Boy,Freddy Cannon,Chattanooga Shoe Shine Boy,Freddy Cannon
Tracy's Theme,Spencer Ross,Tracy's Theme,Spencer Ross
Country Boy,Fats Domino,Country Boy,Fats Domino
El Paso,Marty Robbins,El Paso,Marty Robbins
Down By The Station,The Four Preps,Down By The Station,The Four Preps
Road Runner,Bo Diddley,Road Runner,Bo Diddley
Lonely Blue Boy,Conway Twitty,Lonely Blue Boy,Conway Twitty
Bulldog,The Fireballs,Bulldog,The Fireballs
Too Much Tequila,The Champs,Too Much Tequila,The Champs
Lucky Devil,"Carl Dobkins, Jr.",Lucky Devil,Carl Dobkins
Crazy Arms,Bob Beckham,Crazy Arms,Bob Beckham
Just A Little Bit,Rosco Gordon,Just A Little Bit,Rosco Gordon
Jambalaya,Bobby Comstock And The Counts,Jambalaya,Bobby Comstock
(Baby) Hully Gully,The Olympics, Hully Gully,The Olympics
You Got What It Takes,Marv Johnson,You Got What It Takes,Marv Johnson
Bad Boy,Marty Wilde,Bad Boy,Marty Wilde
I Need You Now,100 Strings and Jono (Choir of 40 Voices),I Need You Now,100 Strings
Eternally,Sarah Vaughan,Eternally,Sarah Vaughan
Alvin's Orchestra,David Seville And The Chipmunks,Alvin's Orchestra,David Seville
"Shimmy, Shimmy, Ko-Ko-Bop",Little Anthony And The Imperials,"Shimmy, Shimmy, Ko-Ko-Bop",Little Anthony
Pretty Blue Eyes,Steve Lawrence,Pretty Blue Eyes,Steve Lawrence
Straight A's In Love,Johnny Cash And The Tennessee Two,Straight A's In Love,Johnny Cash
"Too Pooped To Pop (""Casey"")",Chuck Berry,Too Pooped To Pop,Chuck Berry
Words,Pat Boone,Words,Pat Boone
Let It Rock,Chuck Berry,Let It Rock,Chuck Berry
"Go, Jimmy, Go",Jimmy Clanton,"Go, Jimmy, Go",Jimmy Clanton
Sleepy Lagoon,The Platters,Sleepy Lagoon,The Platters
Time And The River,Nat King Cole,Time And The River,Nat King Cole
On The Beach,Frank Chacksfield And His Orch.,On The Beach,Frank Chacksfield
Clementine,Jan & Dean,Clementine,Jan
Suddenly,Nickey DeMatteo,Suddenly,Nickey DeMatteo
T.L.C. Tender Love And Care,Jimmie Rodgers,T.L.C. Tender Love And Care,Jimmie Rodgers
Whatcha' Gonna Do,Nat King Cole,Whatcha' Gonna Do,Nat King Cole
A Closer Walk,Pete Fountain,A Closer Walk,Pete Fountain
Waltzing Matilda,Jimmie Rodgers,Waltzing Matilda,Jimmie Rodgers
Why,Frankie Avalon,Why,Frankie Avalon
The Big Hurt,Miss Toni Fisher,The Big Hurt,Miss Toni Fisher
Darling Lorraine,The Knockouts,Darling Lorraine,The Knockouts
The Village Of St. Bernadette,Andy Williams,The Village Of St. Bernadette,Andy Williams
Werewolf,The Frantics,Werewolf,The Frantics
Just Give Me A Ring,Clyde McPhatter,Just Give Me A Ring,Clyde McPhatter
You're My Baby,Sarah Vaughan,You're My Baby,Sarah Vaughan
Little Coco Palm,Jerry Wallace,Little Coco Palm,Jerry Wallace
Teensville,Chet Atkins,Teensville,Chet Atkins
I Was Such A Fool (To Fall In Love With You),The Flamingos,I Was Such A Fool,The Flamingos
Way Down Yonder In New Orleans,Freddie Cannon,Way Down Yonder In New Orleans,Freddie Cannon
Sandy,Larry Hall,Sandy,Larry Hall
Time After Time,Frankie Ford,Time After Time,Frankie Ford
That Old Feeling,Kitty Kallen,That Old Feeling,Kitty Kallen
It's Time To Cry,Paul Anka,It's Time To Cry,Paul Anka
Secret Of Love,Elton Anderson With Sid Lawrence Combo,Secret Of Love,Elton Anderson
(Do The) Mashed Potatoes (Part 1),Nat Kendrick And The Swans, Mashed Potatoes,Nat Kendrick
Up Town,Roy Orbison,Up Town,Roy Orbison
Among My Souvenirs,Connie Francis,Among My Souvenirs,Connie Francis
The Old Payola Roll Blues (Side I),Stan Freberg,The Old Payola Roll Blues,Stan Freberg
Peace Of Mind,Teresa Brewer,Peace Of Mind,Teresa Brewer
Bonnie Came Back,Duane Eddy His Twangy Guitar And The Rebels,Bonnie Came Back,Duane Eddy His Twangy Guitar
First Name Initial,Annette With The Afterbeats,First Name Initial,Annette
Amapola,Jacky Noguez And His Orchestra,Amapola,Jacky Noguez
Tell Her For Me,Adam Wade,Tell Her For Me,Adam Wade
If I Had A Girl,Rod Lauren,If I Had A Girl,Rod Lauren
Little Things Mean A Lot,Joni James,Little Things Mean A Lot,Joni James
Mumblin' Mosie,The Johnny Otis Show,Mumblin' Mosie,The Johnny Otis Show
The Happy Muleteer,Ivo Robic,The Happy Muleteer,Ivo Robic
Honey Hush,Joe Turner,Honey Hush,Joe Turner
Not One Minute More,Della Reese,Not One Minute More,Della Reese
Hound Dog Man,Fabian,Hound Dog Man,Fabian
No Love Have I,Webb Pierce,No Love Have I,Webb Pierce
What's Happening,Wade Flemons,What's Happening,Wade Flemons
Baciare Baciare (Kissing Kissing),Dorothy Collins,Baciare Baciare,Dorothy Collins
Let Them Talk,Little Willie John,Let Them Talk,Little Willie John
Heartaches By The Number,Guy Mitchell,Heartaches By The Number,Guy Mitchell
Smokie - Part 2,Bill Black's Combo,Smokie - Part 2,Bill Black's Combo
How About That,Dee Clark,How About That,Dee Clark
Mack The Knife,Bobby Darin,Mack The Knife,Bobby Darin
I Know What God Is,Perry Como,I Know What God Is,Perry Como
Forever,Billy Walker,Forever,Billy Walker
Skokiaan (South African Song),Bill Haley And His Comets,Skokiaan,Bill Haley
Honey Love,Narvel Felts,Honey Love,Narvel Felts
I Can't Say Goodbye,The Fireflies Featuring Ritchie Adams,I Can't Say Goodbye,The Fireflies
Cry Me A River,Janice Harper,Cry Me A River,Janice Harper
This Friendly World,Fabian,This Friendly World,Fabian
Don't Let The Sun Catch You Cryin',Ray Charles,Don't Let The Sun Catch You Cryin',Ray Charles
If You Need Me,Fats Domino,If You Need Me,Fats Domino
Just Come Home,Hugo & Luigi,Just Come Home,Hugo
Run Red Run,The Coasters,Run Red Run,The Coasters
Mary Don't You Weep,Stonewall Jackson,Mary Don't You Weep,Stonewall Jackson
A Year Ago Tonight,The Crests,A Year Ago Tonight,The Crests
One Mint Julep,Chet Atkins,One Mint Julep,Chet Atkins
I Don't Know What It Is,The Bluenotes,I Don't Know What It Is,The Bluenotes
Tear Drop,Santo & Johnny,Tear Drop,Santo
I Wanna Be Loved,Ricky Nelson,I Wanna Be Loved,Ricky Nelson
Let's Try Again,Clyde McPhatter,Let's Try Again,Clyde McPhatter
Oh! Carol,Neil Sedaka,Oh! Carol,Neil Sedaka
I'll Take Care Of You,Bobby Bland,I'll Take Care Of You,Bobby Bland
Talk That Talk,Jackie Wilson,Talk That Talk,Jackie Wilson
What About Us,The Coasters,What About Us,The Coasters
The Whiffenpoof Song,Bob Crewe,The Whiffenpoof Song,Bob Crewe
My Little Marine,Jamie Horton,My Little Marine,Jamie Horton
We Got Love,Bobby Rydell,We Got Love,Bobby Rydell
Scarlet Ribbons (For Her Hair),The Browns,Scarlet Ribbons,The Browns
So Many Ways,Brook Benton,So Many Ways,Brook Benton
I Forgot More Than You'll Ever Know,Sonny James,I Forgot More Than You'll Ever Know,Sonny James
Believe Me,Royal Teens,Believe Me,Royal Teens
Since I Made You Cry,The Rivieras,Since I Made You Cry,The Rivieras
Mediterranean Moon,The Rays,Mediterranean Moon,The Rays
Mighty Good,Ricky Nelson,Mighty Good,Ricky Nelson
In The Mood,Ernie Fields & Orch.,In The Mood,Ernie Fields
Come Into My Heart,Lloyd Price and His Orchestra,Come Into My Heart,Lloyd Price
God Bless America,Connie Francis,God Bless America,Connie Francis
Uh! Oh! Part 2,The Nutty Squirrels,Uh! Oh! Part 2,The Nutty Squirrels
Danny Boy,Conway Twitty,Danny Boy,Conway Twitty
Be My Guest,Fats Domino,Be My Guest,Fats Domino
Let The Good Times Roll,Ray Charles,Let The Good Times Roll,Ray Charles
Misty,Johnny Mathis,Misty,Johnny Mathis
Livin' Dangerously,The McGuire Sisters,Livin' Dangerously,The McGuire Sisters
Reveille Rock,Johnny And The Hurricanes,Reveille Rock,Johnny
Swingin' On A Rainbow,Frankie Avalon,Swingin' On A Rainbow,Frankie Avalon
This Time Of The Year,Brook Benton,This Time Of The Year,Brook Benton
Marina,Rocco Granata and the International Quintet,Marina,Rocco Granata
Dance With Me,The Drifters,Dance With Me,The Drifters
Climb Ev'ry Mountain,Tony Bennett,Climb Ev'ry Mountain,Tony Bennett
Always,Sammy Turner,Always,Sammy Turner
Marina,Willy Alberti,Marina,Willy Alberti
Riverboat,Faron Young,Riverboat,Faron Young
Don't You Know,Della Reese,Don't You Know,Della Reese
Teenage Hayride,Tender Slim,Teenage Hayride,Tender Slim
Mr. Blue,The Fleetwoods,Mr. Blue,The Fleetwoods
The Clouds,The Spacemen,The Clouds,The Spacemen
(New In) The Ways Of Love,Tommy Edwards, The Ways Of Love,Tommy Edwards
"(If You Cry) True Love, True Love",The Drifters," True Love, True Love",The Drifters
Wont'cha Come Home,Lloyd Price and His Orchestra,Wont'cha Come Home,Lloyd Price
Promise Me A Rose (A Slight Detail),Anita Bryant,Promise Me A Rose,Anita Bryant
(Seven Little Girls) Sitting In The Back Seat,Paul Evans and the Curls, Sitting In The Back Seat,Paul Evans
Uh! Oh! Part 1,The Nutty Squirrels,Uh! Oh! Part 1,The Nutty Squirrels
I'm Movin' On,Ray Charles and his Orchestra,I'm Movin' On,Ray Charles
The Sound Of Music,Patti Page,The Sound Of Music,Patti Page
High School U.S.A.,Tommy Facenda,High School U.S.A.,Tommy Facenda
The Happy Reindeer,"Dancer, Prancer And Nervous",The Happy Reindeer,Dancer
Smokie-Part 2,Bill Doggett,Smokie-Part 2,Bill Doggett
Just As Much As Ever,Bob Beckham,Just As Much As Ever,Bob Beckham
Primrose Lane,Jerry Wallace With The Jewels,Primrose Lane,Jerry Wallace
Love Potion No. 9,The Clovers,Love Potion No. 9,The Clovers
The Little Drummer Boy,Johnny Cash,The Little Drummer Boy,Johnny Cash
Do-Re-Mi,Mitch Miller,Do-Re-Mi,Mitch Miller
Deck Of Cards,Wink Martindale,Deck Of Cards,Wink Martindale
Happy Anniversary,Jane Morgan,Happy Anniversary,Jane Morgan
One More Chance,Rod Bernard,One More Chance,Rod Bernard
Unforgettable,Dinah Washington,Unforgettable,Dinah Washington
Beyond The Sunset,Pat Boone,Beyond The Sunset,Pat Boone
Put Your Head On My Shoulder,Paul Anka,Put Your Head On My Shoulder,Paul Anka
Smooth Operator,Sarah Vaughan,Smooth Operator,Sarah Vaughan
Do-Re-Mi,Anita Bryant,Do-Re-Mi,Anita Bryant
Tiny Tim,LaVern Baker,Tiny Tim,LaVern Baker
We Told You Not To Marry,Titus Turner,We Told You Not To Marry,Titus Turner
Talk To Me,Frank Sinatra,Talk To Me,Frank Sinatra
Lonely Street,Andy Williams,Lonely Street,Andy Williams
You Were Mine,Fireflies,You Were Mine,Fireflies
I've Been Around,Fats Domino,I've Been Around,Fats Domino
Goodnight My Love (Pleasant Dreams),Ray Peterson,Goodnight My Love,Ray Peterson
I'll Walk The Line,Don Costa And His Orchestra And Chorus,I'll Walk The Line,Don Costa
Woo-Hoo,Rock-A-Teens,Woo-Hoo,Rock-A-Teens
Living Doll,Cliff Richard and The Drifters,Living Doll,Cliff Richard
If I Give My Heart To You,Kitty Kallen,If I Give My Heart To You,Kitty Kallen
Torquay,Fireballs,Torquay,Fireballs
Midnight Stroll,The Revels,Midnight Stroll,The Revels
The Enchanted Sea,The Islanders,The Enchanted Sea,The Islanders
Honestly And Truly,Tommy Edwards,Honestly And Truly,Tommy Edwards
Battle Hymn Of The Republic,The Mormon Tabernacle Choir,Battle Hymn Of The Republic,The Mormon Tabernacle Choir
Teen Beat,Sandy Nelson,Teen Beat,Sandy Nelson
Joey's Song,Bill Haley And His Comets,Joey's Song,Bill Haley
Candy Apple Red,Bonnie Guitar,Candy Apple Red,Bonnie Guitar
Just To Be With You,The Passions,Just To Be With You,The Passions
The Best Of Everything,Johnny Mathis,The Best Of Everything,Johnny Mathis
The Enchanted Sea,The Exotic Sounds of Martin Denny,The Enchanted Sea,The Exotic Sounds of Martin Denny
Symphony,Sammy Turner,Symphony,Sammy Turner
Teach Me Tiger,April Stevens,Teach Me Tiger,April Stevens
Shadows,5 Satins,Shadows,5 Satins
Just Ask Your Heart,Frankie Avalon,Just Ask Your Heart,Frankie Avalon
Ebb Tide,Bobby Freeman,Ebb Tide,Bobby Freeman
Starry Eyed,Gary Stites,Starry Eyed,Gary Stites
CooCoo-U,The Kingston Trio,CooCoo-U,The Kingston Trio
Poison Ivy,The Coasters,Poison Ivy,The Coasters
Say Man,Bo Diddley,Say Man,Bo Diddley
The Hunch,Paul Gayten,The Hunch,Paul Gayten
Pretend,Carl Mann,Pretend,Carl Mann
Morgen,Ivo Robic and The Song-Masters,Morgen,Ivo Robic
"There, I've Said It Again",Sam Cooke,"There, I've Said It Again",Sam Cooke
The Hunch,Bobby Peterson Quintet,The Hunch,Bobby Peterson Quintet
Gilee,Sonny Spencer,Gilee,Sonny Spencer
Tennessee Waltz,Bobby Comstock,Tennessee Waltz,Bobby Comstock
Happy Anniversary,The Four Lads,Happy Anniversary,The Four Lads
I Dig Girls,Bobby Rydell,I Dig Girls,Bobby Rydell
Poco-Loco,Gene & Eunice,Poco-Loco,Gene
('til) I Kissed You,The Everly Brothers, I Kissed You,The Everly Brothers
Marina,Jacky Noguez And His Orchestra,Marina,Jacky Noguez
Fancy Nancy,Skip And Flip,Fancy Nancy,Skip
Hey Little Girl,Dee Clark,Hey Little Girl,Dee Clark
Mary Lou,Ronnie Hawkins and The Hawks,Mary Lou,Ronnie Hawkins
The Angels Listened In,The Crests,The Angels Listened In,The Crests
Some Kind-A Earthquake,Duane Eddy His Twangy Guitar And The Rebels,Some Kind-A Earthquake,Duane Eddy His Twangy Guitar
A Worried Man,The Kingston Trio,A Worried Man,The Kingston Trio
Red River Rock,Johnny And The Hurricanes,Red River Rock,Johnny
"First Love, First Tears",Duane Eddy His Twangy Guitar And The Rebels,"First Love, First Tears",Duane Eddy His Twangy Guitar
Sleep Walk,Santo & Johnny,Sleep Walk,Santo
Broken-Hearted Melody,Sarah Vaughan,Broken-Hearted Melody,Sarah Vaughan
The Story Of Our Love,Johnny Mathis,The Story Of Our Love,Johnny Mathis
Tennessee Waltz,Jerry Fuller,Tennessee Waltz,Jerry Fuller
So Young,Clyde Stacy,So Young,Clyde Stacy
Makin' Love,Floyd Robinson,Makin' Love,Floyd Robinson
You Went Back On Your Word,Clyde McPhatter,You Went Back On Your Word,Clyde McPhatter
Boo Boo Stick Beat,Chet Atkins,Boo Boo Stick Beat,Chet Atkins
The Three Bells,The Browns,The Three Bells,The Browns
Tucumcari,Jimmie Rodgers,Tucumcari,Jimmie Rodgers
It Happened Today,The Skyliners,It Happened Today,The Skyliners
I'll Be Seeing You,Poni-Tails,I'll Be Seeing You,Poni-Tails
Wheel Of Fortune,The Knightsbridge Strings,Wheel Of Fortune,The Knightsbridge Strings
Old Shep,Ralph DeMarco,Old Shep,Ralph DeMarco
I Don't Know,Ruth Brown,I Don't Know,Ruth Brown
You Better Know It,Jackie Wilson,You Better Know It,Jackie Wilson
I'm Gonna Get Married,Lloyd Price,I'm Gonna Get Married,Lloyd Price
Fools Hall Of Fame,Pat Boone,Fools Hall Of Fame,Pat Boone
"I Loves You, Porgy",Nina Simone,"I Loves You, Porgy",Nina Simone
The Battle Of Kookamonga,Homer And Jethro,The Battle Of Kookamonga,Homer
I Ain't Never,Webb Pierce,I Ain't Never,Webb Pierce
My Heart Became Of Age,Annette With The Afterbeats,My Heart Became Of Age,Annette
There Comes A Time,Jack Scott,There Comes A Time,Jack Scott
Don't Destroy Me,Crash Craddock,Don't Destroy Me,Crash Craddock
There's A Girl,Jan & Dean,There's A Girl,Jan
Every Little Thing I Do,Dion & The Belmonts,Every Little Thing I Do,Dion
I Want To Walk You Home,Fats Domino,I Want To Walk You Home,Fats Domino
Breaking Up Is Hard To Do,Jivin' Gene And The Jokers,Breaking Up Is Hard To Do,Jivin' Gene
Where,The Platters,Where,The Platters
Sea Of Love,Phil Phillips With The Twilights,Sea Of Love,Phil Phillips
A Lover's Prayer,Dion & The Belmonts,A Lover's Prayer,Dion
You're Gonna Miss Me,Connie Francis,You're Gonna Miss Me,Connie Francis
Caribbean,Mitchell Torok,Caribbean,Mitchell Torok
"Darling, I Love You",Al Martino,"Darling, I Love You",Al Martino
Plenty Good Lovin',Connie Francis,Plenty Good Lovin',Connie Francis
You Mean Everything To Me,The Fleetwoods,You Mean Everything To Me,The Fleetwoods
I'll Be Seeing You,Tommy Sands,I'll Be Seeing You,Tommy Sands
Ski King,E.C. Beatty,Ski King,E.C. Beatty
Six Boys And Seven Girls,Anita Bryant,Six Boys And Seven Girls,Anita Bryant
If You Don't Want My Lovin',"Carl Dobkins, Jr.",If You Don't Want My Lovin',Carl Dobkins
Somethin Else,Eddie Cochran,Somethin Else,Eddie Cochran
Come On And Get Me,Fabian,Come On And Get Me,Fabian
I'm A Hog For You,The Coasters,I'm A Hog For You,The Coasters
Wish It Were Me,The Platters,Wish It Were Me,The Platters
Goodbye Charlie,Patti Page,Goodbye Charlie,Patti Page
Living Doll,David Hill,Living Doll,David Hill
Igmoo (The Pride Of South Central High),Stonewall Jackson,Igmoo,Stonewall Jackson
Don't Take The Stars,The Mystics,Don't Take The Stars,The Mystics
Baby Talk,Jan & Dean,Baby Talk,Jan
I'm Gonna Be A Wheel Some Day,Fats Domino,I'm Gonna Be A Wheel Some Day,Fats Domino
The Three Bells (The Jimmy Brown Story),Dick Flood,The Three Bells,Dick Flood
Got The Feeling,Fabian,Got The Feeling,Fabian
Okefenokee,Freddie Cannon,Okefenokee,Freddie Cannon
I'll Never Fall In Love Again,Johnnie Ray,I'll Never Fall In Love Again,Johnnie Ray
Two Fools,Frankie Avalon,Two Fools,Frankie Avalon
Lavender-Blue,Sammy Turner,Lavender-Blue,Sammy Turner
Kissin' Time,Bobby Rydell,Kissin' Time,Bobby Rydell
Robbin' The Cradle,Tony Bellus,Robbin' The Cradle,Tony Bellus
Love Walked In,The Flamingos,Love Walked In,The Flamingos
Midnight Flyer,Nat King Cole,Midnight Flyer,Nat King Cole
True True Happiness,Johnny Tillotson,True True Happiness,Johnny Tillotson
My Own True Love,Jimmy Clanton,My Own True Love,Jimmy Clanton
I Got Stripes,Johnny Cash,I Got Stripes,Johnny Cash
Thank You Pretty Baby,Brook Benton,Thank You Pretty Baby,Brook Benton
I've Been There,Tommy Edwards,I've Been There,Tommy Edwards
What'd I Say (Part I & II),Ray Charles and his Orchestra,What'd I Say,Ray Charles
The Mummy,Bob McFadden And Dor,The Mummy,Bob McFadden
The Caterpillar Crawl,The Strangers,The Caterpillar Crawl,The Strangers
Johnny Reb,Johnny Horton,Johnny Reb,Johnny Horton
Linda Lu,Ray Sharpe,Linda Lu,Ray Sharpe
Bad Girl,The Miracles,Bad Girl,The Miracles
Boogie Bear,Boyd Bennett,Boogie Bear,Boyd Bennett
It Was I,Skip And Flip,It Was I,Skip
There Goes My Baby,The Drifters,There Goes My Baby,The Drifters
High Hopes,"Frank Sinatra ""and a bunch of kids""",High Hopes,"Frank Sinatra ""and a bunch of kids"""
Like I Love You,Edd Byrnes and Friend,Like I Love You,Edd Byrnes
What A Diff'rence A Day Makes,Dinah Washington,What A Diff'rence A Day Makes,Dinah Washington
With Open Arms,Jane Morgan,With Open Arms,Jane Morgan
Mona Lisa,Conway Twitty,Mona Lisa,Conway Twitty
On An Evening In Roma,Dean Martin,On An Evening In Roma,Dean Martin
A Big Hunk O' Love,Elvis Presley With The Jordanaires,A Big Hunk O' Love,Elvis Presley
What Is Love?,The Playmates,What Is Love?,The Playmates
So High So Low,LaVern Baker,So High So Low,LaVern Baker
My Heart Is An Open Book,"Carl Dobkins, Jr.",My Heart Is An Open Book,Carl Dobkins
I Ain't Never,The Four Preps,I Ain't Never,The Four Preps
See You In September,The Tempos,See You In September,The Tempos
The Way I Walk,Jack Scott,The Way I Walk,Jack Scott
Sal's Got A Sugar Lip,Johnny Horton,Sal's Got A Sugar Lip,Johnny Horton
Chapel Of Dreams,The Dubs,Chapel Of Dreams,The Dubs
I Cried,Joe Damiano,I Cried,Joe Damiano
My Wish Came True,Elvis Presley With The Jordanaires,My Wish Came True,Elvis Presley
Forty Miles Of Bad Road,Duane Eddy And The Rebels,Forty Miles Of Bad Road,Duane Eddy
Here Comes Summer,Jerry Keller,Here Comes Summer,Jerry Keller
Five Feet High And Rising,Johnny Cash,Five Feet High And Rising,Johnny Cash
Sweeter Than You,Ricky Nelson,Sweeter Than You,Ricky Nelson
Smile,Tony Bennett,Smile,Tony Bennett
Till There Was You,Anita Bryant,Till There Was You,Anita Bryant
The Shape I'm In,Johnny Restivo,The Shape I'm In,Johnny Restivo
Just A Little Too Much,Ricky Nelson,Just A Little Too Much,Ricky Nelson
Suzie Baby,Bobby Vee and The Shadows,Suzie Baby,Bobby Vee
Angel Face,Jimmy Darren,Angel Face,Jimmy Darren
Small World,Johnny Mathis,Small World,Johnny Mathis
Mona Lisa,Carl Mann,Mona Lisa,Carl Mann
Tennessee Stud,Eddy Arnold,Tennessee Stud,Eddy Arnold
Gee,George Hamilton IV,Gee,George Hamilton IV
Don't Tell Me Your Troubles,Don Gibson,Don't Tell Me Your Troubles,Don Gibson
The Battle Of New Orleans,Johnny Horton,The Battle Of New Orleans,Johnny Horton
Mau-Mau,The Wailers,Mau-Mau,The Wailers
Fog Cutter,The Frantics,Fog Cutter,The Frantics
Lonely Guitar,Annette,Lonely Guitar,Annette
